post,"College changed me….

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-05-11 15:09:39,https://www.instagram.com/p/CdbBlvIBw6i,GraphVideo,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/280700390_137680468851689_3400792886458660158_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=tALhGpH4viMAX8rfeyO&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT-LIxTPA7MYddUw3JePkhU_CJz3CeQDcJaoMiM9cBFdbw&oe=6291C8EF&_nc_sid=498da5
post,"Only thing worse is their insta stories

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-05-10 16:38:12,https://www.instagram.com/p/CdYm2g5hHei,GraphVideo,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/280375551_715135042965572_5254928028258634202_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=YSI_XNX7hA8AX_7DG-i&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT_KsQrAe_dVu1qW4IwtBx_2odr1jGVdeZeIaOb-nDHZuw&oe=6291E3DB&_nc_sid=498da5
post,"Tonight’s gonna be a wild night haha 

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-04-27 23:47:30,https://www.instagram.com/p/Cc35nAfPBy-,GraphVideo,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],"['thefreshmanclub_purdue', 'brotherspurdue', 'whereelsebar', 'twistedhammer19']",,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/279314015_511083714051337_5405808105913786608_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=udwTtKkFinMAX-V4HRC&tn=GXjwv-8Ziw7xd4Gf&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT94SkW-Sir6PXxczWF8Yrc1Rdd3GikDiYZf_PlHRX8HXg&oe=62919FB0&_nc_sid=498da5
post,Thoughts??,2022-04-15 00:45:50,https://www.instagram.com/p/CcWiG1DJJJ9,GraphSidecar,[],[],['thefreshmanclub_iu'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/278288447_731297644681800_3071592914110790351_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=1QXSzK9ceokAX8sml8r&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT8x2BitN82VaOBe3_mJAxOJLGky0-Snb2soyFYrJY6aYg&oe=6296CA92&_nc_sid=498da5
post,"Honestly tho

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  brycedixiecup  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-04-07 21:11:43,https://www.instagram.com/p/CcEICg_PPU0,GraphImage,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],[],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277950249_116242321020882_4805359943639292785_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=visK1nZLJ60AX8r-TDm&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjgxMTQwNzQyNDYxNzc3MjM0MA%3D%3D.2-ccb7-5&oh=00_AT_M1Hz2VVMMJv1XElRqMONtugLeYhQxqJbXu9cXEeyNWw&oe=629610BA&_nc_sid=30a2ef
post,"Major mood right now

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  brycedixiecup  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-04-06 17:27:26,https://www.instagram.com/p/CcBJfHQJnkS,GraphVideo,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277857311_706485830529110_5503953941793490957_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=LFKydHpWCY8AX86Z3WG&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT8Vl0H9VQtYnn3IZQmyrJZh7a6IU0a8MFyQpwoA4KkFJg&oe=6291E7D4&_nc_sid=498da5
post,"Becky putting all her faith in chad from SAE

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  skylar._.stone  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-04-04 21:38:31,https://www.instagram.com/p/Cb8ch11DT4N,GraphVideo,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277808123_289522546698963_8712944704760419483_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=aMn-elIQdAAAX9R5IqT&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT-wsAEuwQwP51yCOS41JY718RbI8LYDhCtVl1JK5jZW2A&oe=6291F751&_nc_sid=498da5
post,"Who’s gonna wake up like this tomorrow?

If you enjoyed this content, follow @the_freshman_club for more college content! 

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-04-01 20:16:27,https://www.instagram.com/p/Cb0k8hDPp2l,GraphImage,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']",['the_freshman_club'],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277700193_516727559977205_4191854607282176109_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ec2BI5tZeyoAX8cHcNS&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjgwNzAzMDk1NjA4OTU4MDk2NQ%3D%3D.2-ccb7-5&oh=00_AT-a5FbRAnaZ_xOamBfB5maTrtQn7YmbHB9W7XYO663lhw&oe=62967B7B&_nc_sid=30a2ef
post,We have 5 banners… keep your banners out your mouth,2022-03-31 19:41:58,https://www.instagram.com/p/Cbx8NEYP698,GraphImage,[],[],['the_freshman_club'],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277596117_715532322787799_2388274584878482114_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ZZGW6BOYUs0AX9oupa5&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjgwNjI4ODgyMzY3NDE4NzY0NA%3D%3D.2-ccb7-5&oh=00_AT-Cu4Ro9YkaAd0OX3Y63j0ZaUBz6OTgasDsy0if1QrTUA&oe=6296789D&_nc_sid=30a2ef
post,"the struggle is real….

If you enjoyed this content, follow @the_freshman_club for more college content! 

(Via  @the_freshman_club  tiktok)

#college #collegeadvice #collegetips #freshman #thefreshmanclub #school #collegelife #university #education #school #student #love #memes #studentlife #study #instagram #tiktok #classof #highschool #motivation #followforfollowback #follow #collegefootball #collegegirls #collegebasketball #bhfyp #like #fun",2022-03-28 15:43:59,https://www.instagram.com/p/CbpylaZrG6u,GraphSidecar,"['college', 'collegeadvice', 'collegetips', 'freshman', 'thefreshmanclub', 'school', 'collegelife', 'university', 'education', 'school', 'student', 'love', 'memes', 'studentlife', 'study', 'instagram', 'tiktok', 'classof', 'highschool', 'motivation', 'followforfollowback', 'follow', 'collegefootball', 'collegegirls', 'collegebasketball', 'bhfyp', 'like', 'fun']","['the_freshman_club', 'the_freshman_club']",[],,https://scontent-gmp1-1.cdninstagram.com/v/t51.2885-15/277413212_388274729491431_1614019988030346885_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gmp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kpe2_tBO6e0AX8gsTmU&edm=AAuNW_gBAAAA&ccb=7-5&oh=00_AT861tyFxXlsD8QkdmJrGV-15HMUMThPvlpPj2nTCo5kaA&oe=6295D1AF&_nc_sid=498da5
